case,station,model,mode,time,label,requested_rank,stochastic_rank,minimum_fix_count,bootstrap_eligible_rank,bootstrap_best_1d,bootstrap_full,effective_sucthr,actual_ar_mode,ratio_test_executed,local_nis_test_executed,local_nis_alpha,whole_nis_alpha,search_exit_reason
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:17:30,USER_IF_WL_SD,4,4,1,0,0.996107,0.264319,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:18:00,USER_IF_WL_SD,4,4,1,0,0.997314,0.358507,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:18:30,USER_IF_WL_SD,4,4,1,0,0.998147,0.43551,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:19:00,USER_IF_WL_SD,4,4,1,0,0.998722,0.499353,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:19:30,USER_IF_WL_SD,4,4,1,1,0.999119,0.553121,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:20:00,USER_IF_WL_SD,4,4,1,1,0.99939,0.598789,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:20:30,USER_IF_WL_SD,5,5,1,1,0.99958,0.141161,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:21:00,USER_IF_WL_SD,4,4,1,1,0.99971,0.672759,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:21:30,USER_IF_WL_SD,4,4,1,1,0.9998,0.703108,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:22:00,USER_IF_WL_SD,5,5,1,1,0.999863,0.224906,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:22:30,USER_IF_WL_SD,5,5,1,1,0.999906,0.280577,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:23:00,USER_IF_WL_SD,5,5,1,1,0.999935,0.32874,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:23:30,USER_IF_WL_SD,4,4,1,1,0.999956,0.794687,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:23:30,USER_IF_L1_SD_CONDITIONAL,1,1,1,0,0.183104,0.183104,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:24:00,USER_IF_WL_SD,5,5,1,1,0.99997,0.37967,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:24:00,USER_IF_L1_SD_CONDITIONAL,1,1,1,0,0.18552,0.18552,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:24:30,USER_IF_WL_SD,5,5,1,2,0.999979,0.418345,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:25:00,USER_IF_WL_SD,5,5,1,2,0.999986,0.453688,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:25:30,USER_IF_WL_SD,2,2,1,1,0.99999,0.984773,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:25:30,USER_IF_L1_SD_CONDITIONAL,1,1,1,0,0.192521,0.192521,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:26:00,USER_IF_WL_SD,4,4,1,2,0.999993,0.856354,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:26:00,USER_IF_L1_SD_CONDITIONAL,1,1,1,0,0.19478,0.19478,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:26:30,USER_IF_WL_SD,4,4,1,2,0.999995,0.868123,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:26:30,USER_IF_L1_SD_CONDITIONAL,1,1,1,0,0.197002,0.197002,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:27:00,USER_IF_WL_SD,3,3,1,1,0.999561,0.875957,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:27:30,USER_IF_WL_SD,3,3,1,1,0.999673,0.885943,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:28:00,USER_IF_WL_SD,3,3,1,1,0.999755,0.895076,0.999,LAMBDA_ALT,1,0,0,1e-06,ACCEPTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:28:30,USER_IF_WL_SD,4,4,1,1,0.999761,0.59049,0.999,LAMBDA_ALT,1,0,0,1e-06,RATIO_REJECTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:29:00,USER_IF_WL_SD,4,4,1,1,0.999821,0.74534,0.999,LAMBDA_ALT,1,0,0,1e-06,RATIO_REJECTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:29:30,USER_IF_WL_SD,4,4,1,1,0.999865,0.824731,0.999,LAMBDA_ALT,1,0,0,1e-06,RATIO_REJECTED
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:30:00,USER_IF_WL_SD,4,4,1,1,0.999898,0.870384,0.999,LAMBDA_ALT,1,0,0,1e-06,RATIO_REJECTED
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:10:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:17:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:17:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:18:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:18:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:19:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:19:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:20:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:20:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:21:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:21:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:22:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:22:00,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:22:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:22:30,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:23:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:23:00,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:23:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:23:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:24:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:24:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:24:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:24:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:25:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:25:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:26:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:26:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:26:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:26:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:27:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:27:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:27:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:27:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:28:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:28:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:28:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:28:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:29:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:29:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:29:30,USER_IF_WL_SD,7,7,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:29:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:30:00,USER_IF_WL_SD,7,7,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:30:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:10:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:17:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:17:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:18:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:18:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:19:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:19:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:20:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:20:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:21:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:21:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:22:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:22:00,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:22:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:22:30,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:23:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:23:00,USER_IF_L1_SD_CONDITIONAL,2,2,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:23:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:23:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:24:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:24:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:24:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:24:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:25:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:25:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:26:00,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:26:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:26:30,USER_IF_WL_SD,5,5,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:26:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:27:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:27:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:27:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:27:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:28:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:28:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:28:30,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:28:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:29:00,USER_IF_WL_SD,6,6,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:29:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:29:30,USER_IF_WL_SD,7,7,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:29:30,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:30:00,USER_IF_WL_SD,7,7,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:30:00,USER_IF_L1_SD_CONDITIONAL,3,3,3,0,0,0,0.99,ROUND,0,0,0,1e-06,NON_LAMBDA_MODE
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:10:30,USER_IF_WL_SD,5,5,1,0,0.665103,0.0319746,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:17:00,USER_IF_WL_SD,5,5,1,0,0.665301,0.0343332,0.999,LAMBDA_ALT,0,0,0,1e-06,BEST_1D_BOOTSTRAP_TOO_LOW
